store_name,region,store_type,category,month_name,month,revenue,cost,units,transactions
RetailPulse East #035,East,Metro,Personal Care,December,12,128620.6,95295.25,290,57
RetailPulse East #035,East,Metro,Stationery,December,12,66663.24,54143.33,236,45
RetailPulse East #036,East,Suburban,Apparel,October,10,486636.54,322596.56,336,52
RetailPulse East #036,East,Suburban,Beverages,October,10,19897.22,17508.14,158,42
RetailPulse East #036,East,Suburban,Electronics,October,10,5271775.41,4350644.08,369,44
RetailPulse East #036,East,Suburban,Grocery,October,10,49062.53,43341.63,188,51
RetailPulse East #036,East,Suburban,Home & Kitchen,October,10,386571.3,294991.34,177,41
RetailPulse East #036,East,Suburban,Personal Care,October,10,79164.42,59289.3,194,48
RetailPulse East #036,East,Suburban,Stationery,October,10,41233.34,33811.15,136,40
RetailPulse East #036,East,Suburban,Apparel,November,11,560063.58,373590.66,336,48
RetailPulse East #036,East,Suburban,Beverages,November,11,41375.73,36510.17,246,54
RetailPulse East #036,East,Suburban,Electronics,November,11,4825497.05,4027990.22,357,41
RetailPulse East #036,East,Suburban,Grocery,November,11,34574.37,31075.44,163,41
RetailPulse East #036,East,Suburban,Home & Kitchen,November,11,417399.23,330696.68,174,48
RetailPulse East #036,East,Suburban,Personal Care,November,11,55709.33,40951.23,132,37
RetailPulse East #036,East,Suburban,Stationery,November,11,52484.94,41819.35,193,46
RetailPulse East #036,East,Suburban,Apparel,December,12,261072.32,172400.26,159,44
RetailPulse East #036,East,Suburban,Beverages,December,12,25505.03,22098.57,190,49
RetailPulse East #036,East,Suburban,Electronics,December,12,1969903.26,1676087.12,177,51
RetailPulse East #036,East,Suburban,Grocery,December,12,44732.95,39368.36,198,48
RetailPulse East #036,East,Suburban,Home & Kitchen,December,12,525557.43,413109.48,203,51
RetailPulse East #036,East,Suburban,Personal Care,December,12,88135.61,67814.1,229,53
RetailPulse East #036,East,Suburban,Stationery,December,12,52468.07,42666.63,212,53
RetailPulse East #044,East,Metro,Apparel,October,10,856752.4400000001,562585.94,558,43
RetailPulse East #044,East,Metro,Beverages,October,10,49621.12,43821.42,303,45
RetailPulse East #044,East,Metro,Electronics,October,10,9489202.84,8130717.59,724,49
RetailPulse East #044,East,Metro,Grocery,October,10,63756.12,57804.74,276,44
RetailPulse East #044,East,Metro,Home & Kitchen,October,10,951365.98,746564.67,381,55
RetailPulse East #044,East,Metro,Personal Care,October,10,136878.0,101596.06,337,51
RetailPulse East #044,East,Metro,Stationery,October,10,77397.72,62243.26,284,47
RetailPulse East #044,East,Metro,Apparel,November,11,860882.34,573922.11,535,42
RetailPulse East #044,East,Metro,Beverages,November,11,68197.87,59214.07,388,56
RetailPulse East #044,East,Metro,Electronics,November,11,9374881.7,7925983.12,621,43
RetailPulse East #044,East,Metro,Grocery,November,11,90556.53,79511.62,353,52
RetailPulse East #044,East,Metro,Home & Kitchen,November,11,753795.73,585709.37,328,47
RetailPulse East #044,East,Metro,Personal Care,November,11,101161.75,74285.13,239,37
RetailPulse East #044,East,Metro,Stationery,November,11,99621.15,79622.01,345,49
RetailPulse East #044,East,Metro,Apparel,December,12,520251.64,340143.22,298,42
RetailPulse East #044,East,Metro,Beverages,December,12,52846.1,45974.54,333,53
RetailPulse East #044,East,Metro,Electronics,December,12,5315615.47,4485704.4799999995,432,63
RetailPulse East #044,East,Metro,Grocery,December,12,80127.27,74001.95,347,52
RetailPulse East #044,East,Metro,Home & Kitchen,December,12,737764.61,579771.02,291,45
RetailPulse East #044,East,Metro,Personal Care,December,12,123149.64,88430.88,253,38
RetailPulse East #044,East,Metro,Stationery,December,12,63085.19,51382.48,259,42
RetailPulse East #052,East,Urban,Apparel,October,10,807689.45,539815.88,506,59
RetailPulse East #052,East,Urban,Beverages,October,10,32094.44,27643.01,209,48
RetailPulse East #052,East,Urban,Electronics,October,10,8105484.46,6896803.75,531,50
RetailPulse East #052,East,Urban,Grocery,October,10,53445.25,48589.22,218,51
RetailPulse East #052,East,Urban,Home & Kitchen,October,10,716994.61,554660.62,260,55
RetailPulse East #052,East,Urban,Personal Care,October,10,59052.66,43475.13,145,31
RetailPulse East #052,East,Urban,Stationery,October,10,58467.69,48036.96,215,44
RetailPulse East #052,East,Urban,Apparel,November,11,697092.97,448598.89999999997,413,48
RetailPulse East #052,East,Urban,Beverages,November,11,33610.21,28583.899999999998,204,44
RetailPulse East #052,East,Urban,Electronics,November,11,8105909.92,6852497.5,646,53
RetailPulse East #052,East,Urban,Grocery,November,11,52900.02,46515.38,212,44
RetailPulse East #052,East,Urban,Home & Kitchen,November,11,629396.65,501056.01,253,55
RetailPulse East #052,East,Urban,Personal Care,November,11,80618.28,59222.84,206,46
RetailPulse East #052,East,Urban,Stationery,November,11,51624.87,41607.77,195,44
RetailPulse East #052,East,Urban,Apparel,December,12,394898.27,260878.7,236,52
RetailPulse East #052,East,Urban,Beverages,December,12,26602.88,23118.95,190,49
RetailPulse East #052,East,Urban,Electronics,December,12,2930452.33,2448930.12,223,51
RetailPulse East #052,East,Urban,Grocery,December,12,75359.13,66954.73,300,58
RetailPulse East #052,East,Urban,Home & Kitchen,December,12,606763.48,471829.65,247,57
RetailPulse East #052,East,Urban,Personal Care,December,12,107647.67,79796.95,258,52
RetailPulse East #052,East,Urban,Stationery,December,12,57503.81,45639.46,254,54
RetailPulse North #002,North,Rural,Apparel,October,10,539721.32,342632.4,319,54
RetailPulse North #002,North,Rural,Beverages,October,10,22556.37,19142.670000000002,166,54
RetailPulse North #002,North,Rural,Electronics,October,10,4206901.83,3534569.41,323,51
RetailPulse North #002,North,Rural,Grocery,October,10,29853.27,26264.84,123,51
RetailPulse North #002,North,Rural,Home & Kitchen,October,10,375800.42,287126.57,141,44
RetailPulse North #002,North,Rural,Personal Care,October,10,68137.73,48849.32,175,55
RetailPulse North #002,North,Rural,Stationery,October,10,37316.07,29401.670000000002,152,53
RetailPulse North #002,North,Rural,Apparel,November,11,357121.91000000003,235277.26,236,42
RetailPulse North #002,North,Rural,Beverages,November,11,18637.42,16675.63,121,41
RetailPulse North #002,North,Rural,Electronics,November,11,4619728.65,3867434.3,318,47
RetailPulse North #002,North,Rural,Grocery,November,11,33326.59,29374.21,154,53
RetailPulse North #002,North,Rural,Home & Kitchen,November,11,399219.47,309093.09,137,50
RetailPulse North #002,North,Rural,Personal Care,November,11,78712.15,57671.6,188,61
RetailPulse North #002,North,Rural,Stationery,November,11,20477.51,16143.7,100,36
RetailPulse North #002,North,Rural,Apparel,December,12,226524.76,153690.0,129,48
RetailPulse North #002,North,Rural,Beverages,December,12,22534.15,19217.23,149,55
RetailPulse North #002,North,Rural,Electronics,December,12,1605091.1,1346683.31,120,38
RetailPulse North #002,North,Rural,Grocery,December,12,46250.75,41525.0,183,63
RetailPulse North #002,North,Rural,Home & Kitchen,December,12,467265.87,363259.64,178,54
RetailPulse North #002,North,Rural,Personal Care,December,12,41211.87,30809.81,115,41
RetailPulse North #002,North,Rural,Stationery,December,12,35798.24,28373.14,128,46
RetailPulse North #008,North,Rural,Apparel,October,10,276344.24,192351.23,165,38
RetailPulse North #008,North,Rural,Beverages,October,10,15677.48,13917.5,119,47
RetailPulse North #008,North,Rural,Electronics,October,10,4783509.44,4041824.78,349,61
RetailPulse North #008,North,Rural,Grocery,October,10,35302.33,31640.66,135,59
RetailPulse North #008,North,Rural,Home & Kitchen,October,10,243633.49,192435.85,104,47
RetailPulse North #008,North,Rural,Personal Care,October,10,41897.22,31464.52,104,45
RetailPulse North #008,North,Rural,Stationery,October,10,32421.19,26857.35,134,57
RetailPulse North #008,North,Rural,Apparel,November,11,372707.07,254704.76,225,48
RetailPulse North #008,North,Rural,Beverages,November,11,11519.91,9867.77,75,33
RetailPulse North #008,North,Rural,Electronics,November,11,3307681.28,2814799.0,258,45
RetailPulse North #008,North,Rural,Grocery,November,11,29368.26,26160.39,124,54
RetailPulse North #008,North,Rural,Home & Kitchen,November,11,270495.2,207945.79,111,47
RetailPulse North #008,North,Rural,Personal Care,November,11,61530.31,46501.56,135,59
RetailPulse North #008,North,Rural,Stationery,November,11,26310.26,21586.75,95,43
RetailPulse North #008,North,Rural,Apparel,December,12,216674.37,141084.99,137,53
RetailPulse North #008,North,Rural,Beverages,December,12,19588.66,16670.64,126,55
RetailPulse North #008,North,Rural,Electronics,December,12,1476052.86,1243134.84,126,51
RetailPulse North #008,North,Rural,Grocery,December,12,23022.28,20229.64,98,43
RetailPulse North #008,North,Rural,Home & Kitchen,December,12,257827.23,192542.03,99,46
RetailPulse North #008,North,Rural,Personal Care,December,12,55513.81,40461.22,124,51
RetailPulse North #008,North,Rural,Stationery,December,12,27728.18,23316.98,93,38
RetailPulse North #012,North,Suburban,Apparel,October,10,706553.18,451267.6,407,59
RetailPulse North #012,North,Suburban,Beverages,October,10,35623.5,31064.02,249,60
RetailPulse North #012,North,Suburban,Electronics,October,10,4328320.86,3652174.81,341,38
RetailPulse North #012,North,Suburban,Grocery,October,10,42331.74,37895.35,190,49
RetailPulse North #012,North,Suburban,Home & Kitchen,October,10,431233.02,336652.05,180,47
RetailPulse North #012,North,Suburban,Personal Care,October,10,77414.31,59413.68,181,45
RetailPulse North #012,North,Suburban,Stationery,October,10,47728.83,37702.45,155,35
RetailPulse North #012,North,Suburban,Apparel,November,11,634429.78,417545.65,402,57
RetailPulse North #012,North,Suburban,Beverages,November,11,25289.73,21719.02,147,43
RetailPulse North #012,North,Suburban,Electronics,November,11,5422966.49,4728729.44,381,44
RetailPulse North #012,North,Suburban,Grocery,November,11,43195.51,38549.61,200,54
RetailPulse North #012,North,Suburban,Home & Kitchen,November,11,434351.43,347483.34,194,50
RetailPulse North #012,North,Suburban,Personal Care,November,11,68164.17,50038.39,158,39
RetailPulse North #012,North,Suburban,Stationery,November,11,35999.37,29366.09,157,43
RetailPulse North #012,North,Suburban,Apparel,December,12,303699.86,208906.79,180,45
RetailPulse North #012,North,Suburban,Beverages,December,12,24112.27,21143.13,164,45
RetailPulse North #012,North,Suburban,Electronics,December,12,3229707.14,2716818.74,236,52
RetailPulse North #012,North,Suburban,Grocery,December,12,32013.07,28930.71,111,34
RetailPulse North #012,North,Suburban,Home & Kitchen,December,12,598595.74,465494.73,225,55
RetailPulse North #012,North,Suburban,Personal Care,December,12,86658.36,65012.91,201,51
RetailPulse North #012,North,Suburban,Stationery,December,12,54674.34,44710.3,243,58
RetailPulse North #013,North,Suburban,Apparel,October,10,613794.0,396195.8,385,51
RetailPulse North #013,North,Suburban,Beverages,October,10,22267.72,18796.41,177,46
RetailPulse North #013,North,Suburban,Electronics,October,10,4154967.41,3489289.31,326,41
RetailPulse North #013,North,Suburban,Grocery,October,10,46599.22,42144.13,184,46
RetailPulse North #013,North,Suburban,Home & Kitchen,October,10,442085.07,334155.63,166,39
RetailPulse North #013,North,Suburban,Personal Care,October,10,70843.94,51032.76,197,48
RetailPulse North #013,North,Suburban,Stationery,October,10,47659.270000000004,38094.87,180,42
RetailPulse North #013,North,Suburban,Apparel,November,11,515521.03,339338.14,292,43
RetailPulse North #013,North,Suburban,Beverages,November,11,25286.57,21726.71,175,47
RetailPulse North #013,North,Suburban,Electronics,November,11,5337083.53,4554435.78,384,47
RetailPulse North #013,North,Suburban,Grocery,November,11,48650.04,42627.98,203,56
RetailPulse North #013,North,Suburban,Home & Kitchen,November,11,538452.28,428336.35000000003,205,51
RetailPulse North #013,North,Suburban,Personal Care,November,11,76390.93,58235.6,194,52
RetailPulse North #013,North,Suburban,Stationery,November,11,55569.81,44234.62,204,45
RetailPulse North #013,North,Suburban,Apparel,December,12,323078.09,223633.01,183,48
RetailPulse North #013,North,Suburban,Beverages,December,12,31111.13,26888.64,213,52
RetailPulse North #013,North,Suburban,Electronics,December,12,2853369.02,2394633.35,204,54
RetailPulse North #013,North,Suburban,Grocery,December,12,49236.62,43848.34,207,51
RetailPulse North #013,North,Suburban,Home & Kitchen,December,12,498009.48,386923.23,215,55
RetailPulse North #013,North,Suburban,Personal Care,December,12,89649.98,67027.59,201,52
RetailPulse North #013,North,Suburban,Stationery,December,12,47817.5,39959.54,205,54
RetailPulse North #016,North,Suburban,Apparel,October,10,577382.46,378584.6,354,51
RetailPulse North #016,North,Suburban,Beverages,October,10,33505.87,28576.58,201,47
RetailPulse North #016,North,Suburban,Electronics,October,10,4777743.46,4078429.73,361,44
RetailPulse North #016,North,Suburban,Grocery,October,10,53665.71,47446.26,211,53
RetailPulse North #016,North,Suburban,Home & Kitchen,October,10,366153.97,288767.47000000003,157,37
RetailPulse North #016,North,Suburban,Personal Care,October,10,77367.86,57203.77,184,52
RetailPulse North #016,North,Suburban,Stationery,October,10,61007.31,49881.34,243,59
RetailPulse North #016,North,Suburban,Apparel,November,11,521305.16,349280.07,362,54
RetailPulse North #016,North,Suburban,Beverages,November,11,31309.920000000002,27345.97,191,49
RetailPulse North #016,North,Suburban,Electronics,November,11,6185120.47,5407170.25,474,52
RetailPulse North #016,North,Suburban,Grocery,November,11,39761.5,34876.48,174,43
RetailPulse North #016,North,Suburban,Home & Kitchen,November,11,551042.62,445902.44,224,59
RetailPulse North #016,North,Suburban,Personal Care,November,11,81157.48,59876.87,204,45
RetailPulse North #016,North,Suburban,Stationery,November,11,54645.46,43366.57,212,54
RetailPulse North #016,North,Suburban,Apparel,December,12,390714.94,262961.33,235,49
RetailPulse North #016,North,Suburban,Beverages,December,12,22862.7,19757.74,143,41
RetailPulse North #016,North,Suburban,Electronics,December,12,2551556.01,2216816.45,193,46
RetailPulse North #016,North,Suburban,Grocery,December,12,33062.47,29346.149999999998,157,42
RetailPulse North #016,North,Suburban,Home & Kitchen,December,12,646785.53,511919.81,227,50
RetailPulse North #016,North,Suburban,Personal Care,December,12,69767.19,51199.53,151,42
RetailPulse North #016,North,Suburban,Stationery,December,12,60602.83,49486.08,217,58
RetailPulse North #023,North,Urban,Apparel,October,10,521127.91000000003,342901.21,320,41
RetailPulse North #023,North,Urban,Beverages,October,10,36488.89,31996.4,227,48
RetailPulse North #023,North,Urban,Electronics,October,10,6888416.03,5912934.44,565,47
RetailPulse North #023,North,Urban,Grocery,October,10,62936.19,56712.56,258,48
RetailPulse North #023,North,Urban,Home & Kitchen,October,10,483428.18,390183.1,199,47
RetailPulse North #023,North,Urban,Personal Care,October,10,100861.45,75331.13,246,52
RetailPulse North #023,North,Urban,Stationery,October,10,53566.07,44045.92,187,38
RetailPulse North #023,North,Urban,Apparel,November,11,719590.37,505073.04,517,58
RetailPulse North #023,North,Urban,Beverages,November,11,34714.29,29914.41,251,48
RetailPulse North #023,North,Urban,Electronics,November,11,5714425.2700000005,4860957.21,422,38
RetailPulse North #023,North,Urban,Grocery,November,11,54615.24,47922.17,240,47
RetailPulse North #023,North,Urban,Home & Kitchen,November,11,639905.17,498172.22,216,48
RetailPulse North #023,North,Urban,Personal Care,November,11,114893.58,84490.75,258,52
RetailPulse North #023,North,Urban,Stationery,November,11,67511.86,54144.95,270,56
RetailPulse North #023,North,Urban,Apparel,December,12,311887.3,206917.92,185,41
RetailPulse North #023,North,Urban,Beverages,December,12,23481.21,20346.01,174,47
RetailPulse North #023,North,Urban,Electronics,December,12,3960938.47,3351930.21,294,59
RetailPulse North #023,North,Urban,Grocery,December,12,43725.23,39585.090000000004,206,45
RetailPulse North #023,North,Urban,Home & Kitchen,December,12,706354.35,552731.03,299,59
RetailPulse North #023,North,Urban,Personal Care,December,12,93826.67,69456.07,239,54
RetailPulse North #023,North,Urban,Stationery,December,12,64219.46,51328.55,238,52
RetailPulse North #029,North,Urban,Apparel,October,10,509419.81,335195.82,318,42
RetailPulse North #029,North,Urban,Beverages,October,10,41005.92,35142.0,292,65
RetailPulse North #029,North,Urban,Electronics,October,10,6453120.96,5595006.24,499,48
RetailPulse North #029,North,Urban,Grocery,October,10,32430.2,28581.5,138,35
RetailPulse North #029,North,Urban,Home & Kitchen,October,10,422660.48,332292.3,203,53
RetailPulse North #029,North,Urban,Personal Care,October,10,86132.69,64488.57,181,44
RetailPulse North #029,North,Urban,Stationery,October,10,44930.06,36046.98,162,37
RetailPulse North #029,North,Urban,Apparel,November,11,464023.03,316163.16000000003,273,38
RetailPulse North #029,North,Urban,Beverages,November,11,29322.36,25301.35,204,48
RetailPulse North #029,North,Urban,Electronics,November,11,6305244.11,5339181.75,553,66
RetailPulse North #029,North,Urban,Grocery,November,11,51671.71,46887.71,216,52
RetailPulse North #029,North,Urban,Home & Kitchen,November,11,572832.85,434788.4,190,46
RetailPulse North #029,North,Urban,Personal Care,November,11,78505.54,58955.4,180,39
RetailPulse North #029,North,Urban,Stationery,November,11,45556.43,37719.23,171,42
RetailPulse North #029,North,Urban,Apparel,December,12,340844.0,233491.03,204,53
RetailPulse North #029,North,Urban,Beverages,December,12,30086.88,26165.66,208,50
RetailPulse North #029,North,Urban,Electronics,December,12,2138422.65,1886701.63,172,39
RetailPulse North #029,North,Urban,Grocery,December,12,50484.73,44759.090000000004,206,50
RetailPulse North #029,North,Urban,Home & Kitchen,December,12,453095.61,352652.2,194,46
RetailPulse North #029,North,Urban,Personal Care,December,12,107327.05,77175.19,245,56
RetailPulse North #029,North,Urban,Stationery,December,12,58150.44,48068.51,228,57
RetailPulse North #038,North,Urban,Apparel,October,10,496381.98,340355.32,304,41
RetailPulse North #038,North,Urban,Beverages,October,10,30869.48,26757.22,192,41
RetailPulse North #038,North,Urban,Electronics,October,10,6758021.65,5809881.49,514,52
RetailPulse North #038,North,Urban,Grocery,October,10,48567.21,43737.96,211,47
RetailPulse North #038,North,Urban,Home & Kitchen,October,10,685935.75,544203.61,265,57
RetailPulse North #038,North,Urban,Personal Care,October,10,75208.08,54382.19,175,38
RetailPulse North #038,North,Urban,Stationery,October,10,62902.72,50753.45,261,53
RetailPulse North #038,North,Urban,Apparel,November,11,523940.05,346368.45,329,40
RetailPulse North #038,North,Urban,Beverages,November,11,28683.28,24606.46,186,41
RetailPulse North #038,North,Urban,Electronics,November,11,4515656.31,3797924.64,391,35
RetailPulse North #038,North,Urban,Grocery,November,11,63988.46,57563.33,266,54
RetailPulse North #038,North,Urban,Home & Kitchen,November,11,534324.5,412756.39,180,46
RetailPulse North #038,North,Urban,Personal Care,November,11,120962.38,89995.18000000001,277,58
RetailPulse North #038,North,Urban,Stationery,November,11,38342.49,30761.92,145,33
RetailPulse North #038,North,Urban,Apparel,December,12,380407.3,256939.87,228,52
RetailPulse North #038,North,Urban,Beverages,December,12,21445.21,18619.38,159,36
RetailPulse North #038,North,Urban,Electronics,December,12,2689682.65,2402961.98,213,48
RetailPulse North #038,North,Urban,Grocery,December,12,67007.6,59253.04,275,59
RetailPulse North #038,North,Urban,Home & Kitchen,December,12,577894.4,439747.73,254,55
RetailPulse North #038,North,Urban,Personal Care,December,12,78592.95,58666.44,162,30
RetailPulse North #038,North,Urban,Stationery,December,12,51773.19,41205.659999999996,202,44
RetailPulse North #040,North,Suburban,Apparel,October,10,507661.94,336243.85,335,50
RetailPulse North #040,North,Suburban,Beverages,October,10,30415.62,26671.6,191,45
RetailPulse North #040,North,Suburban,Electronics,October,10,4087016.68,3490441.86,341,37
RetailPulse North #040,North,Suburban,Grocery,October,10,51245.630000000005,45408.98,190,49
RetailPulse North #040,North,Suburban,Home & Kitchen,October,10,395753.15,304271.69,176,47
RetailPulse North #040,North,Suburban,Personal Care,October,10,88628.2,62595.98,235,60
RetailPulse North #040,North,Suburban,Stationery,October,10,49449.89,39478.55,161,46
RetailPulse North #040,North,Suburban,Apparel,November,11,588573.21,385438.65,345,52
RetailPulse North #040,North,Suburban,Beverages,November,11,26862.03,23531.27,174,44
RetailPulse North #040,North,Suburban,Electronics,November,11,5224922.58,4508866.45,411,53
RetailPulse North #040,North,Suburban,Grocery,November,11,42837.04,37914.95,163,42
RetailPulse North #040,North,Suburban,Home & Kitchen,November,11,466389.06,355196.17,181,49
RetailPulse North #040,North,Suburban,Personal Care,November,11,57496.39,41219.46,152,45
RetailPulse North #040,North,Suburban,Stationery,November,11,62791.93,50852.26,200,50
RetailPulse North #040,North,Suburban,Apparel,December,12,272054.22,176859.06,178,47
RetailPulse North #040,North,Suburban,Beverages,December,12,23637.18,20484.41,170,45
RetailPulse North #040,North,Suburban,Electronics,December,12,2834199.36,2413959.17,234,56
RetailPulse North #040,North,Suburban,Grocery,December,12,36666.76,33573.52,158,41
RetailPulse North #040,North,Suburban,Home & Kitchen,December,12,618506.98,485912.62,223,58
RetailPulse North #040,North,Suburban,Personal Care,December,12,66372.73,49629.590000000004,135,42
RetailPulse North #040,North,Suburban,Stationery,December,12,33581.76,27408.32,165,44
RetailPulse North #050,North,Urban,Apparel,October,10,638527.66,428240.7,397,49
RetailPulse North #050,North,Urban,Beverages,October,10,32277.13,27866.31,211,48
RetailPulse North #050,North,Urban,Electronics,October,10,6977625.3,5955855.69,513,50
RetailPulse North #050,North,Urban,Grocery,October,10,63368.77,56776.23,239,57
RetailPulse North #050,North,Urban,Home & Kitchen,October,10,493332.25,394458.42,203,48
RetailPulse North #050,North,Urban,Personal Care,October,10,80027.6,57987.07,211,48
RetailPulse North #050,North,Urban,Stationery,October,10,51675.51,41904.0,238,53
RetailPulse North #050,North,Urban,Apparel,November,11,548706.05,371497.69,335,45
RetailPulse North #050,North,Urban,Beverages,November,11,24726.25,22164.72,166,40
RetailPulse North #050,North,Urban,Electronics,November,11,5725644.0,5084952.51,476,48
RetailPulse North #050,North,Urban,Grocery,November,11,34329.659999999996,30359.44,142,32
RetailPulse North #050,North,Urban,Home & Kitchen,November,11,696880.01,550881.93,234,56
RetailPulse North #050,North,Urban,Personal Care,November,11,79146.89,58038.89,186,46
RetailPulse North #050,North,Urban,Stationery,November,11,51362.33,42190.340000000004,192,48
RetailPulse North #050,North,Urban,Apparel,December,12,310897.76,204348.43,166,36
RetailPulse North #050,North,Urban,Beverages,December,12,33736.03,28927.329999999998,262,56
RetailPulse North #050,North,Urban,Electronics,December,12,3258346.35,2734384.27,250,49
RetailPulse North #050,North,Urban,Grocery,December,12,48692.14,43984.71,231,49
RetailPulse North #050,North,Urban,Home & Kitchen,December,12,488628.9,393082.74,190,40
RetailPulse North #050,North,Urban,Personal Care,December,12,91041.81,65925.07,208,44
RetailPulse North #050,North,Urban,Stationery,December,12,41466.61,33516.81,179,39
RetailPulse North #051,North,Urban,Apparel,October,10,764169.74,503735.12,453,48
RetailPulse North #051,North,Urban,Beverages,October,10,33256.51,28349.67,206,38
RetailPulse North #051,North,Urban,Electronics,October,10,8310922.4,7048666.51,656,52
RetailPulse North #051,North,Urban,Grocery,October,10,70141.25,63879.88,302,57
RetailPulse North #051,North,Urban,Home & Kitchen,October,10,684375.54,538463.48,291,59
RetailPulse North #051,North,Urban,Personal Care,October,10,94140.41,70342.45,204,44
RetailPulse North #051,North,Urban,Stationery,October,10,86256.46,70020.78,332,59
RetailPulse North #051,North,Urban,Apparel,November,11,657340.8,435451.55,378,40
RetailPulse North #051,North,Urban,Beverages,November,11,41415.23,35598.99,274,52
RetailPulse North #051,North,Urban,Electronics,November,11,8000368.81,6836956.11,573,49
RetailPulse North #051,North,Urban,Grocery,November,11,44942.96,39506.36,191,46
RetailPulse North #051,North,Urban,Home & Kitchen,November,11,592219.24,466817.2,218,47
RetailPulse North #051,North,Urban,Personal Care,November,11,75909.14,55267.12,187,37
RetailPulse North #051,North,Urban,Stationery,November,11,55117.98,46554.3,219,38
RetailPulse North #051,North,Urban,Apparel,December,12,308250.1,203762.47,198,37
RetailPulse North #051,North,Urban,Beverages,December,12,33148.92,28598.48,236,49
RetailPulse North #051,North,Urban,Electronics,December,12,3803206.15,3221839.7399999998,286,54
RetailPulse North #051,North,Urban,Grocery,December,12,49562.8,43725.49,206,49
RetailPulse North #051,North,Urban,Home & Kitchen,December,12,558575.83,434315.36,238,45
RetailPulse North #051,North,Urban,Personal Care,December,12,134112.31,101644.29000000001,322,60
RetailPulse North #051,North,Urban,Stationery,December,12,78286.8,63003.07,300,58
RetailPulse North #053,North,Rural,Apparel,October,10,302813.17,199354.9,180,50
RetailPulse North #053,North,Rural,Beverages,October,10,8472.02,7203.58,73,37
RetailPulse North #053,North,Rural,Electronics,October,10,1603779.38,1358780.8800000001,154,38
RetailPulse North #053,North,Rural,Grocery,October,10,28975.8,25506.69,117,59
RetailPulse North #053,North,Rural,Home & Kitchen,October,10,255540.27,201055.14,95,49
RetailPulse North #053,North,Rural,Personal Care,October,10,38598.67,29511.77,96,51
RetailPulse North #053,North,Rural,Stationery,October,10,25707.76,20424.26,89,47
RetailPulse North #053,North,Rural,Apparel,November,11,278099.52,184794.43,162,56
RetailPulse North #053,North,Rural,Beverages,November,11,10298.88,8940.53,67,34
RetailPulse North #053,North,Rural,Electronics,November,11,3278500.3,2782444.2800000003,247,48
RetailPulse North #053,North,Rural,Grocery,November,11,24768.36,21855.46,109,50
RetailPulse North #053,North,Rural,Home & Kitchen,November,11,260531.14,206521.36000000002,116,56
RetailPulse North #053,North,Rural,Personal Care,November,11,44672.96,32776.9,110,54
RetailPulse North #053,North,Rural,Stationery,November,11,22708.61,17910.579999999998,84,46
RetailPulse North #053,North,Rural,Apparel,December,12,215529.25,145254.24,126,61
RetailPulse North #053,North,Rural,Beverages,December,12,13675.57,11795.72,93,44
RetailPulse North #053,North,Rural,Electronics,December,12,1331560.94,1154579.55,99,52
RetailPulse North #053,North,Rural,Grocery,December,12,16777.72,15252.98,78,52
RetailPulse North #053,North,Rural,Home & Kitchen,December,12,264299.73,206617.91,107,51
RetailPulse North #053,North,Rural,Personal Care,December,12,40394.81,29298.66,104,54
RetailPulse North #053,North,Rural,Stationery,December,12,19079.47,15837.02,89,51
RetailPulse North #054,North,Urban,Apparel,October,10,711050.5,488378.29,468,54
RetailPulse North #054,North,Urban,Beverages,October,10,29025.79,24935.74,192,43
RetailPulse North #054,North,Urban,Electronics,October,10,7501749.14,6436795.36,522,40
RetailPulse North #054,North,Urban,Grocery,October,10,52809.78,47848.37,228,46
RetailPulse North #054,North,Urban,Home & Kitchen,October,10,539112.55,420118.12,220,48
RetailPulse North #054,North,Urban,Personal Care,October,10,115396.20999999999,89198.13,250,50
RetailPulse North #054,North,Urban,Stationery,October,10,59918.64,48696.99,243,47
RetailPulse North #054,North,Urban,Apparel,November,11,739673.18,491039.77999999997,430,44
RetailPulse North #054,North,Urban,Beverages,November,11,46131.53,40054.85,279,52
RetailPulse North #054,North,Urban,Electronics,November,11,9596321.59,8192219.2700000005,693,60
RetailPulse North #054,North,Urban,Grocery,November,11,50247.5,46203.6,234,47
RetailPulse North #054,North,Urban,Home & Kitchen,November,11,582482.9400000001,454034.75,225,41
RetailPulse North #054,North,Urban,Personal Care,November,11,108096.96,78231.7,270,54
RetailPulse North #054,North,Urban,Stationery,November,11,73314.76,59257.7,264,54
RetailPulse North #054,North,Urban,Apparel,December,12,406592.66,272145.17,227,46
RetailPulse North #054,North,Urban,Beverages,December,12,34996.48,29745.71,256,52
RetailPulse North #054,North,Urban,Electronics,December,12,3827129.18,3220557.57,269,49
RetailPulse North #054,North,Urban,Grocery,December,12,69278.73,62253.49,260,46
RetailPulse North #054,North,Urban,Home & Kitchen,December,12,523750.02,399790.1,221,49
RetailPulse North #054,North,Urban,Personal Care,December,12,96817.04,72370.99,255,51
RetailPulse North #054,North,Urban,Stationery,December,12,64077.69,53160.92,219,46
RetailPulse South #001,South,Rural,Apparel,October,10,258479.53,172837.29,171,48
RetailPulse South #001,South,Rural,Beverages,October,10,17842.53,15794.28,114,59
RetailPulse South #001,South,Rural,Electronics,October,10,2470108.83,2161814.25,209,44
RetailPulse South #001,South,Rural,Grocery,October,10,18211.7,16210.99,72,40
RetailPulse South #001,South,Rural,Home & Kitchen,October,10,247927.7,194409.29,92,57
