product_id,product_name,category,unit_price,unit_cost,margin_pct,seasonality_type,supplier_id
377,PERS-Thing-377,Personal Care,359.77,284.22,0.21,low,9
378,PERS-Kind-378,Personal Care,235.42,157.5,0.331,low,15
379,PERS-Nothing-379,Personal Care,494.69,352.71,0.287,low,20
380,PERS-Small-380,Personal Care,494.71,383.4,0.225,low,25
381,PERS-Simple-381,Personal Care,777.06,591.34,0.239,low,5
382,PERS-Office-382,Personal Care,56.77,40.42,0.288,low,12
383,PERS-Such-383,Personal Care,148.16,97.04,0.345,low,15
384,PERS-Player-384,Personal Care,226.01,150.75,0.333,low,22
385,PERS-Water-385,Personal Care,177.32,128.03,0.278,low,10
386,PERS-Discussion-386,Personal Care,552.04,429.49,0.222,low,5
387,PERS-Method-387,Personal Care,236.54,167.23,0.293,low,1
388,PERS-Discuss-388,Personal Care,239.4,178.59,0.254,low,25
389,PERS-Explain-389,Personal Care,504.15,376.1,0.254,low,12
390,PERS-Least-390,Personal Care,405.97,273.22,0.327,low,12
391,PERS-Mention-391,Personal Care,384.78,257.8,0.33,low,6
392,PERS-Air-392,Personal Care,204.38,160.03,0.217,low,18
393,PERS-Improve-393,Personal Care,790.02,617.8,0.218,low,5
394,PERS-Great-394,Personal Care,752.45,597.45,0.206,low,23
395,PERS-Relate-395,Personal Care,218.53,168.92,0.227,low,5
396,PERS-Respond-396,Personal Care,127.48,90.77,0.288,low,12
397,PERS-Success-397,Personal Care,161.26,105.14,0.348,low,24
398,PERS-Interview-398,Personal Care,564.48,449.89,0.203,low,25
399,PERS-Shake-399,Personal Care,529.34,354.66,0.33,low,24
400,PERS-Company-400,Personal Care,436.7,317.48,0.273,low,12
401,PERS-Though-401,Personal Care,449.18,350.81,0.219,low,13
402,PERS-Manage-402,Personal Care,157.66,103.9,0.341,low,23
403,PERS-Wide-403,Personal Care,171.79,132.62,0.228,low,23
404,PERS-Care-404,Personal Care,554.45,406.41,0.267,low,5
405,PERS-Prevent-405,Personal Care,772.51,588.65,0.238,low,1
406,PERS-None-406,Personal Care,678.59,446.51,0.342,low,10
407,PERS-Agreement-407,Personal Care,63.14,48.18,0.237,low,8
408,PERS-What-408,Personal Care,698.46,478.45,0.315,low,8
409,PERS-Indeed-409,Personal Care,646.63,428.07,0.338,low,1
410,PERS-Person-410,Personal Care,211.76,148.44,0.299,low,21
411,PERS-Organization-411,Personal Care,550.23,392.31,0.287,low,2
412,PERS-Recognize-412,Personal Care,799.56,634.05,0.207,low,9
413,PERS-Agreement-413,Personal Care,699.83,455.59,0.349,low,13
414,PERS-Because-414,Personal Care,636.79,455.3,0.285,low,9
415,PERS-Question-415,Personal Care,131.83,92.54,0.298,low,6
416,PERS-Later-416,Personal Care,295.27,206.69,0.3,low,6
417,PERS-Central-417,Personal Care,726.03,484.99,0.332,low,23
418,PERS-Trial-418,Personal Care,376.69,255.02,0.323,low,24
419,PERS-Main-419,Personal Care,272.65,191.67,0.297,low,21
420,PERS-Court-420,Personal Care,293.44,218.61,0.255,low,7
421,PERS-Apply-421,Personal Care,472.58,351.13,0.257,low,25
422,PERS-Ever-422,Personal Care,497.36,357.1,0.282,low,3
423,PERS-Hundred-423,Personal Care,220.45,173.94,0.211,low,3
424,PERS-Generation-424,Personal Care,176.33,124.14,0.296,low,2
425,PERS-Development-425,Personal Care,397.62,295.43,0.257,low,8
426,BEVE-Look-426,Beverages,165.34,142.52,0.138,medium_summer,21
427,BEVE-General-427,Beverages,247.85,220.83,0.109,medium_summer,5
428,BEVE-Green-428,Beverages,131.67,112.45,0.146,medium_summer,12
429,BEVE-Sort-429,Beverages,153.47,133.21,0.132,medium_summer,23
430,BEVE-Until-430,Beverages,247.64,208.76,0.157,medium_summer,11
431,BEVE-Hundred-431,Beverages,25.11,22.2,0.116,medium_summer,23
432,BEVE-Fall-432,Beverages,271.08,242.35,0.106,medium_summer,15
433,BEVE-Soldier-433,Beverages,88.18,72.84,0.174,medium_summer,15
434,BEVE-Theory-434,Beverages,75.2,64.82,0.138,medium_summer,19
435,BEVE-Know-435,Beverages,48.4,41.67,0.139,medium_summer,16
436,BEVE-Entire-436,Beverages,166.46,140.83,0.154,medium_summer,15
437,BEVE-They-437,Beverages,169.03,144.35,0.146,medium_summer,10
438,BEVE-Beat-438,Beverages,190.89,160.92,0.157,medium_summer,17
439,BEVE-Many-439,Beverages,293.48,244.76,0.166,medium_summer,11
440,BEVE-After-440,Beverages,54.5,45.29,0.169,medium_summer,7
441,BEVE-So-441,Beverages,167.05,140.82,0.157,medium_summer,24
442,BEVE-Notice-442,Beverages,242.15,214.3,0.115,medium_summer,24
443,BEVE-Area-443,Beverages,289.62,249.36,0.139,medium_summer,7
444,BEVE-Hard-444,Beverages,248.41,216.12,0.13,medium_summer,13
445,BEVE-Door-445,Beverages,197.28,162.56,0.176,medium_summer,23
446,BEVE-Rate-446,Beverages,198.64,170.63,0.141,medium_summer,9
447,BEVE-Authority-447,Beverages,242.25,205.43,0.152,medium_summer,24
448,BEVE-Statement-448,Beverages,135.09,112.53,0.167,medium_summer,8
449,BEVE-Reach-449,Beverages,235.58,201.42,0.145,medium_summer,5
450,BEVE-Amount-450,Beverages,104.58,87.95,0.159,medium_summer,4
451,BEVE-Somebody-451,Beverages,138.65,117.44,0.153,medium_summer,18
452,BEVE-Allow-452,Beverages,234.66,208.38,0.112,medium_summer,23
453,BEVE-End-453,Beverages,184.25,163.43,0.113,medium_summer,3
454,BEVE-Decision-454,Beverages,263.39,227.04,0.138,medium_summer,21
455,BEVE-Those-455,Beverages,46.8,42.03,0.102,medium_summer,15
456,BEVE-Again-456,Beverages,84.47,74.67,0.116,medium_summer,11
457,BEVE-Pretty-457,Beverages,84.95,73.82,0.131,medium_summer,25
458,BEVE-Claim-458,Beverages,159.09,130.61,0.179,medium_summer,3
459,BEVE-Edge-459,Beverages,187.17,158.35,0.154,medium_summer,10
460,BEVE-Card-460,Beverages,139.9,117.94,0.157,medium_summer,17
461,BEVE-Material-461,Beverages,24.43,21.33,0.127,medium_summer,14
462,BEVE-Relationship-462,Beverages,49.15,41.38,0.158,medium_summer,10
463,BEVE-Building-463,Beverages,273.55,229.23,0.162,medium_summer,4
464,BEVE-Organization-464,Beverages,43.98,36.42,0.172,medium_summer,3
465,BEVE-Yourself-465,Beverages,132.33,115.26,0.129,medium_summer,6
466,BEVE-Discover-466,Beverages,119.4,106.74,0.106,medium_summer,17
467,BEVE-Make-467,Beverages,252.92,213.97,0.154,medium_summer,12
468,BEVE-Scene-468,Beverages,85.44,73.22,0.143,medium_summer,6
469,BEVE-Establish-469,Beverages,185.99,157.35,0.154,medium_summer,12
470,BEVE-Speak-470,Beverages,110.81,96.74,0.127,medium_summer,6
471,BEVE-Home-471,Beverages,34.65,30.15,0.13,medium_summer,6
472,BEVE-Computer-472,Beverages,176.18,148.34,0.158,medium_summer,20
473,BEVE-Police-473,Beverages,36.84,31.5,0.145,medium_summer,4
474,BEVE-Policy-474,Beverages,289.27,245.59,0.151,medium_summer,15
475,BEVE-Small-475,Beverages,76.26,65.35,0.143,medium_summer,25
476,BEVE-Serious-476,Beverages,250.11,225.1,0.1,medium_summer,16
477,BEVE-Building-477,Beverages,206.18,172.37,0.164,medium_summer,16
478,BEVE-Star-478,Beverages,127.11,113.13,0.11,medium_summer,19
479,BEVE-Tell-479,Beverages,62.68,51.46,0.179,medium_summer,8
480,BEVE-Common-480,Beverages,235.21,207.22,0.119,medium_summer,21
481,BEVE-Foreign-481,Beverages,46.02,40.45,0.121,medium_summer,8
482,BEVE-Box-482,Beverages,231.48,206.02,0.11,medium_summer,16
483,BEVE-Particular-483,Beverages,161.91,143.61,0.113,medium_summer,14
484,BEVE-Agree-484,Beverages,52.94,46.69,0.118,medium_summer,13
485,BEVE-Woman-485,Beverages,120.84,107.91,0.107,medium_summer,25
486,BEVE-Forget-486,Beverages,175.06,153.35,0.124,medium_summer,20
487,BEVE-Parent-487,Beverages,98.32,81.11,0.175,medium_summer,18
488,BEVE-Research-488,Beverages,164.39,135.79,0.174,medium_summer,11
489,BEVE-Whatever-489,Beverages,180.88,154.65,0.145,medium_summer,20
490,BEVE-How-490,Beverages,78.38,64.74,0.174,medium_summer,10
491,BEVE-Industry-491,Beverages,171.13,145.46,0.15,medium_summer,24
492,BEVE-Year-492,Beverages,169.09,142.37,0.158,medium_summer,3
493,BEVE-Senior-493,Beverages,241.21,211.3,0.124,medium_summer,9
494,BEVE-Decide-494,Beverages,110.31,99.06,0.102,medium_summer,2
495,BEVE-Bag-495,Beverages,82.61,67.99,0.177,medium_summer,18
496,BEVE-Person-496,Beverages,199.47,166.36,0.166,medium_summer,25
497,BEVE-Rock-497,Beverages,154.22,134.94,0.125,medium_summer,14
498,BEVE-Then-498,Beverages,58.98,48.84,0.172,medium_summer,14
499,BEVE-Product-499,Beverages,68.95,59.3,0.14,medium_summer,9
500,BEVE-Eight-500,Beverages,251.06,212.65,0.153,medium_summer,2
501,BEVE-Blue-501,Beverages,39.09,35.1,0.102,medium_summer,25
502,BEVE-Same-502,Beverages,85.11,76.09,0.106,medium_summer,12
503,BEVE-Spring-503,Beverages,290.43,251.22,0.135,medium_summer,13
504,BEVE-Fish-504,Beverages,282.21,234.23,0.17,medium_summer,6
505,BEVE-To-505,Beverages,20.09,18.06,0.101,medium_summer,2
506,BEVE-Return-506,Beverages,202.06,179.43,0.112,medium_summer,19
507,BEVE-Plan-507,Beverages,178.04,157.57,0.115,medium_summer,25
508,BEVE-Support-508,Beverages,36.29,29.76,0.18,medium_summer,24
509,BEVE-Camera-509,Beverages,103.26,89.42,0.134,medium_summer,9
510,BEVE-Style-510,Beverages,59.83,53.25,0.11,medium_summer,14
511,STAT-Others-511,Stationery,59.51,46.48,0.219,high_back_to_school,1
512,STAT-Stay-512,Stationery,259.62,194.72,0.25,high_back_to_school,17
513,STAT-Analysis-513,Stationery,124.0,102.67,0.172,high_back_to_school,20
514,STAT-Hand-514,Stationery,331.3,253.44,0.235,high_back_to_school,18
515,STAT-No-515,Stationery,74.05,56.35,0.239,high_back_to_school,3
516,STAT-Later-516,Stationery,190.2,153.87,0.191,high_back_to_school,14
517,STAT-Recently-517,Stationery,96.67,78.4,0.189,high_back_to_school,5
518,STAT-Hospital-518,Stationery,15.41,12.45,0.192,high_back_to_school,21
519,STAT-Authority-519,Stationery,19.4,15.99,0.176,high_back_to_school,10
520,STAT-Move-520,Stationery,343.68,285.6,0.169,high_back_to_school,5
521,STAT-Raise-521,Stationery,115.45,98.02,0.151,high_back_to_school,18
522,STAT-Growth-522,Stationery,318.36,264.24,0.17,high_back_to_school,5
523,STAT-Actually-523,Stationery,480.19,384.63,0.199,high_back_to_school,3
524,STAT-Time-524,Stationery,140.27,110.11,0.215,high_back_to_school,21
525,STAT-Kitchen-525,Stationery,423.73,355.93,0.16,high_back_to_school,4
526,STAT-Test-526,Stationery,433.68,358.22,0.174,high_back_to_school,18
527,STAT-Might-527,Stationery,243.25,197.52,0.188,high_back_to_school,20
528,STAT-Born-528,Stationery,431.19,349.7,0.189,high_back_to_school,10
529,STAT-Lead-529,Stationery,447.12,337.13,0.246,high_back_to_school,17
530,STAT-High-530,Stationery,332.76,251.57,0.244,high_back_to_school,2
531,STAT-Prove-531,Stationery,224.43,185.15,0.175,high_back_to_school,10
532,STAT-Vote-532,Stationery,465.86,384.33,0.175,high_back_to_school,8
533,STAT-Them-533,Stationery,236.12,185.59,0.214,high_back_to_school,2
534,STAT-Machine-534,Stationery,199.31,160.44,0.195,high_back_to_school,17
535,STAT-Second-535,Stationery,310.83,262.03,0.157,high_back_to_school,24
536,STAT-Claim-536,Stationery,442.41,371.18,0.161,high_back_to_school,12
537,STAT-Learn-537,Stationery,260.99,204.09,0.218,high_back_to_school,13
538,STAT-Control-538,Stationery,28.63,22.19,0.225,high_back_to_school,1
539,STAT-Similar-539,Stationery,45.32,38.2,0.157,high_back_to_school,24
540,STAT-Nearly-540,Stationery,27.43,21.92,0.201,high_back_to_school,8
541,STAT-Rather-541,Stationery,183.09,150.13,0.18,high_back_to_school,11
542,STAT-Expect-542,Stationery,485.67,367.17,0.244,high_back_to_school,19
543,STAT-Power-543,Stationery,100.75,83.92,0.167,high_back_to_school,5
544,STAT-System-544,Stationery,279.31,214.23,0.233,high_back_to_school,8
545,STAT-Wide-545,Stationery,139.87,118.61,0.152,high_back_to_school,16
546,STAT-Nothing-546,Stationery,484.25,397.09,0.18,high_back_to_school,8
547,STAT-Stage-547,Stationery,316.09,256.67,0.188,high_back_to_school,18
548,STAT-Member-548,Stationery,15.11,12.45,0.176,high_back_to_school,4
549,STAT-Make-549,Stationery,389.57,306.2,0.214,high_back_to_school,23
550,STAT-Least-550,Stationery,30.56,23.01,0.247,high_back_to_school,21
551,STAT-That-551,Stationery,71.36,57.3,0.197,high_back_to_school,2
552,STAT-Side-552,Stationery,304.92,241.5,0.208,high_back_to_school,16
553,STAT-Person-553,Stationery,407.77,319.69,0.216,high_back_to_school,11
554,STAT-Executive-554,Stationery,31.43,26.37,0.161,high_back_to_school,18
555,STAT-Future-555,Stationery,120.06,97.61,0.187,high_back_to_school,14
556,STAT-Together-556,Stationery,225.31,177.77,0.211,high_back_to_school,22
557,STAT-Else-557,Stationery,144.16,109.13,0.243,high_back_to_school,12
558,STAT-Then-558,Stationery,106.76,81.24,0.239,high_back_to_school,24
559,STAT-Worry-559,Stationery,496.28,388.59,0.217,high_back_to_school,23
560,STAT-Before-560,Stationery,440.84,363.25,0.176,high_back_to_school,15
561,STAT-Family-561,Stationery,133.6,103.41,0.226,high_back_to_school,21
562,STAT-Upon-562,Stationery,489.41,379.29,0.225,high_back_to_school,14
563,STAT-Little-563,Stationery,390.46,306.12,0.216,high_back_to_school,11
564,STAT-Either-564,Stationery,166.83,129.29,0.225,high_back_to_school,25
565,STAT-Social-565,Stationery,469.32,397.04,0.154,high_back_to_school,18
566,STAT-Majority-566,Stationery,62.89,49.12,0.219,high_back_to_school,20
567,STAT-Over-567,Stationery,410.71,340.48,0.171,high_back_to_school,19
568,STAT-Poor-568,Stationery,83.83,68.41,0.184,high_back_to_school,22
569,STAT-Relate-569,Stationery,275.7,218.08,0.209,high_back_to_school,24
570,STAT-Hundred-570,Stationery,309.85,259.96,0.161,high_back_to_school,23
571,STAT-Great-571,Stationery,347.55,265.18,0.237,high_back_to_school,15
572,STAT-Air-572,Stationery,439.8,354.92,0.193,high_back_to_school,8
573,STAT-Miss-573,Stationery,236.16,200.5,0.151,high_back_to_school,1
574,STAT-Today-574,Stationery,373.44,284.56,0.238,high_back_to_school,4
575,STAT-Garden-575,Stationery,58.6,47.47,0.19,high_back_to_school,10
576,STAT-Court-576,Stationery,332.2,272.07,0.181,high_back_to_school,21
577,STAT-Method-577,Stationery,369.2,290.93,0.212,high_back_to_school,2
578,STAT-Difference-578,Stationery,184.14,142.16,0.228,high_back_to_school,20
579,STAT-Hear-579,Stationery,266.84,204.13,0.235,high_back_to_school,22
580,STAT-Subject-580,Stationery,418.01,354.89,0.151,high_back_to_school,25
581,STAT-Evening-581,Stationery,479.46,389.8,0.187,high_back_to_school,11
582,STAT-Grow-582,Stationery,380.57,291.52,0.234,high_back_to_school,6
583,STAT-Far-583,Stationery,439.56,329.67,0.25,high_back_to_school,4
584,STAT-Up-584,Stationery,198.83,156.28,0.214,high_back_to_school,10
585,STAT-Pick-585,Stationery,444.24,351.39,0.209,high_back_to_school,5
586,STAT-Science-586,Stationery,334.89,284.66,0.15,high_back_to_school,7
587,STAT-Up-587,Stationery,11.58,9.13,0.212,high_back_to_school,4
588,STAT-Fact-588,Stationery,98.85,80.17,0.189,high_back_to_school,17
589,STAT-Only-589,Stationery,298.22,239.17,0.198,high_back_to_school,14
590,STAT-Action-590,Stationery,364.47,306.15,0.16,high_back_to_school,23
591,STAT-Nation-591,Stationery,354.44,299.5,0.155,high_back_to_school,24
592,STAT-Yourself-592,Stationery,341.47,262.93,0.23,high_back_to_school,19
593,STAT-Cut-593,Stationery,254.15,213.99,0.158,high_back_to_school,22
594,STAT-Bed-594,Stationery,350.75,271.83,0.225,high_back_to_school,6
595,STAT-Effort-595,Stationery,112.82,86.53,0.233,high_back_to_school,19
